INSTNM,STABBR,PREDDEG,HIGHDEG,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,SAT_AVG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,COSTT4_A,AVGFACSAL,PFTFAC
Urbana University,OH,3,4,20,7,7,NULL,1106,0.5448,0.2524,0.0236,0.0047,0.0047,0,37118,5001,0.1527
Ursuline College,OH,3,4,19,9,7,30,1102,0.6119,0.211,0.0225,0.0225,0,0.0032,43052,6000,0.3506
Walsh University,OH,3,4,19,12,11,30,1128,0.5953,0.0619,0.0372,0.0055,0.0016,0,41383,6034,0.993
Wilberforce University,OH,3,4,22,10,8,51,862,0.0078,0.9782,0,0,0,0,23450,4982,0.2987
Wilmington College,OH,3,3,22,12,11,65,1060,0.7638,0.1085,0.0215,0.0048,0.0056,0.0008,37098,5640,0.6
Winebrenner Theological Seminary,OH,4,4,24,0,18,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4526,NULL
Wittenberg University,OH,3,4,21,12,11,39,NULL,0.7743,0.0982,0.0364,0.0094,0.0029,0,50692,7209,0.6821
The College of Wooster,OH,3,3,21,14,11,NULL,1275,0.6342,0.096,0.054,0.049,0.0105,0,61900,8257,0.8361
Wright State University-Main Campus,OH,3,4,16,13,16,NULL,1100,0.7452,0.1087,0.0377,0.0271,0.0018,0.001,20652,9531,0.9655
Xavier University,OH,3,4,18,14,14,30,1198,0.7623,0.0888,0.0571,0.0264,0.0012,0.001,52380,8853,0.5019
Youngstown State University,OH,3,4,18,12,15,NULL,1083,0.7518,0.0892,0.0403,0.0126,0.0015,0.0004,17965,8197,1
Bacone College,OK,3,3,22,11,8,52,914,0.1697,0.2288,0.0627,0.0369,0.3432,0.0037,32800,4192,1
Oklahoma Wesleyan University,OK,3,4,19,7,7,89,964,0.6243,0.074,0.0486,0.0033,0.0729,0.0022,38892,5902,0.4054
Southern Nazarene University,OK,3,4,18,11,11,59,NULL,0.5758,0.1344,0.1171,0.0096,0.0275,0.0019,36888,5429,0.2687
Cameron University,OK,3,4,19,7,12,NULL,NULL,0.4891,0.1237,0.1466,0.0163,0.0621,0.005,15535,6280,0.58
University of Central Oklahoma,OK,3,4,18,9,15,NULL,1105,0.536,0.0935,0.1187,0.0375,0.0363,0.0016,23009,6781,1
East Central University,OK,3,4,18,11,13,NULL,1062,0.5934,0.0415,0.0613,0.004,0.1299,0.0033,15942,5764,1
Randall University,OK,3,4,21,11,7,41,1034,0.4724,0.1172,0.2379,0.0034,0.0621,0.0069,24834,4047,0.4524
Langston University,OK,3,4,20,10,11,NULL,NULL,0.0398,0.5817,0.0209,0.0037,0.0084,0,20429,5820,0.8293
Northeastern State University,OK,3,4,18,9,12,NULL,1064,0.4629,0.0404,0.06,0.0216,0.1777,0.0003,16625,6612,0.7046
Northwestern Oklahoma State University,OK,3,4,20,7,10,NULL,1044,0.6377,0.0785,0.1029,0.0054,0.0773,0.0006,15616,6336,1
Oklahoma State University Center for Health Sciences,OK,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oklahoma Christian University,OK,3,4,18,12,11,74,1165,0.7347,0.0723,0.075,0.0237,0.0177,0.0006,34418,6901,0.9813
Oklahoma Panhandle State University,OK,3,3,22,10,8,NULL,NULL,0.3861,0.0597,0.2676,0.0081,0.0262,0.0009,13744,4548,0.6506
Oklahoma State University-Main Campus,OK,3,4,15,15,16,NULL,1209,0.678,0.0431,0.0805,0.0187,0.0435,0.001,23446,9060,0.8769
Oklahoma Baptist University,OK,3,4,22,12,11,54,1138,0.6792,0.0592,0.0249,0.0077,0.047,0.0022,39383,6928,0.7184
Oklahoma City University,OK,3,4,17,15,11,71,1230,0.6192,0.0574,0.1082,0.0195,0.0219,0,44858,7108,0.6131
University of Oklahoma-Norman Campus,OK,3,4,15,14,16,NULL,1249,0.6054,0.047,0.1009,0.0651,0.0374,0.0008,28306,9806,0.8496
Oral Roberts University,OK,3,4,22,13,14,79,1120,0.4647,0.1564,0.1311,0.0174,0.0298,0.0066,40935,7477,0.4653
Rogers State University,OK,3,4,22,7,10,NULL,NULL,0.5664,0.0433,0.0614,0.0161,0.1417,0.0022,19320,5271,0.455
University of Science and Arts of Oklahoma,OK,3,3,21,12,8,NULL,1090,0.5165,0.0588,0.1053,0.0135,0.0514,0,18014,5687,0.6282
Southeastern Oklahoma State University,OK,3,4,18,13,12,NULL,1065,0.5446,0.0541,0.0703,0.0057,0.1294,0.0017,15839,6815,1
Southwestern Christian University,OK,3,4,22,11,7,47,997,0.3957,0.2068,0.1133,0.0072,0.0468,0.0108,21623,4701,0.3111
Southwestern Oklahoma State University,OK,3,4,18,13,13,NULL,1085,0.6233,0.0389,0.1139,0.0184,0.0396,0.0009,19322,6972,0.9954
University of Tulsa,OK,3,4,16,14,14,66,1321,0.5576,0.0588,0.0755,0.0545,0.0262,0.0003,56906,10564,0.7375
Concordia University-Portland,OR,3,4,17,13,13,68,1074,0.6185,0.0443,0.0177,0.0817,0.0061,0.017,41130,6277,0.3359
Eastern Oregon University,OR,3,4,19,7,9,NULL,1045,0.7151,0.0216,0.1086,0.0166,0.0189,0.0332,21270,7251,0.6534
New Hope Christian College-Eugene,OR,3,4,24,7,7,79,NULL,0.4565,0.163,0.1304,0.0217,0,0.0652,24185,3252,NULL
George Fox University,OR,3,4,17,13,13,65,1148,0.6943,0.0146,0.1345,0.0378,0.0071,0.006,48211,7688,0.3452
Lewis & Clark College,OR,3,4,21,14,14,NULL,NULL,0.63,0.0273,0.1238,0.0537,0.0055,0.005,63999,9738,0.5121
Linfield College-McMinnville Campus,OR,3,3,21,12,11,52,1117,0.5964,0.0216,0.178,0.0454,0.0089,0.0141,56084,7058,0.9836
Mount Angel Seminary,OR,3,4,24,13,8,30,NULL,0.25,0,0.55,0.1,0,0.075,36622,6685,0.7838
Multnomah University,OR,3,4,24,13,8,NULL,NULL,0.7097,0.0422,0.1141,0.0223,0.0099,0.0074,38201,6269,0.2632
National University of Natural Medicine,OR,3,4,26,11,6,NULL,NULL,0.75,0.0313,0.1563,0,0,0,NULL,5983,0.2061
Northwest Christian University,OR,3,4,19,7,7,61,1058,0.7153,0.0486,0.0649,0.0234,0.018,0.0108,39545,5429,0.9714
Oregon Health & Science University,OR,3,4,25,5,9,NULL,NULL,0.6918,0.0166,0.1394,0.0345,0.0064,0.0077,NULL,10367,0.612
Oregon Institute of Technology,OR,3,4,22,9,12,NULL,1139,0.6928,0.0205,0.1074,0.0616,0.0098,0.0045,22493,7485,0.9036
Oregon College of Art and Craft,OR,3,4,30,11,6,NULL,NULL,0.7282,0.0291,0.1068,0.0097,0.0097,0,47000,5941,0.4667
Oregon State University,OR,3,4,15,9,15,NULL,1205,0.6388,0.0133,0.101,0.0769,0.005,0.0027,25843,9910,0.771
University of Oregon,OR,3,4,15,15,16,NULL,1199,0.5824,0.0228,0.128,0.0601,0.0057,0.0044,25126,10385,0.835
Pacific Northwest College of Art,OR,3,4,30,11,7,NULL,NULL,0.5513,0.0179,0.0759,0.0402,0.0179,0.0067,51712,5867,0.2745
Pacific University,OR,3,4,17,15,14,NULL,1169,0.5049,0.017,0.1571,0.1066,0.0055,0.0225,57488,8264,0.6338
Portland State University,OR,3,4,16,9,15,NULL,1111,0.5355,0.0369,0.16,0.0926,0.0121,0.0065,21159,9650,0.5546
University of Portland,OR,3,4,19,14,14,30,1232,0.5704,0.0144,0.1288,0.1408,0.0029,0.0168,58463,8662,0.5484
Reed College,OR,3,4,21,14,11,NULL,1422,0.5859,0.0234,0.1023,0.0707,0.0021,0.0007,69734,10712,0.9771
Southern Oregon University,OR,3,4,18,11,13,NULL,1063,0.5976,0.0254,0.1193,0.0163,0.0133,0.0096,15810,8668,0.5307
Warner Pacific University,OR,3,4,22,11,8,57,NULL,0.3251,0.1185,0.3581,0.0606,0.0083,0.0248,37406,6361,0.4853
Corban University,OR,3,4,22,13,11,54,1123,0.7536,0.0165,0.0186,0.0216,0.0103,0.0082,43905,6520,0.3835
Western Seminary,OR,4,4,24,0,18,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5578,0.2747
Willamette University,OR,3,4,21,10,11,NULL,NULL,0.6309,0.0197,0.1442,0.0696,0.0068,0.0031,61279,11070,0.7254
Western Oregon University,OR,3,4,18,11,13,NULL,NULL,0.5945,0.0354,0.1674,0.0422,0.0138,0.0257,22326,6938,0.8519
University of Western States,OR,3,4,26,5,6,NULL,NULL,0,0,0,0,0,0,NULL,6502,0.4432
Bryn Athyn College of the New Church,PA,3,4,21,11,8,99,1113,0.6429,0.1565,0.0816,0.0204,0.0102,0.0034,30889,7275,0.5185
Academy of Vocal Arts,PA,4,4,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Albright College,PA,3,4,21,14,11,71,NULL,0.5024,0.2319,0.1497,0.0221,0.0105,0,57415,6636,0.6564
Allegheny College,PA,3,3,21,14,11,71,1249,0.6692,0.0916,0.0939,0.0357,0.0029,0.0006,60783,7894,1
DeSales University,PA,3,4,18,8,10,30,1134,0.6995,0.0441,0.1339,0.031,0.0012,0.0012,50498,7843,0.3701
Alvernia University,PA,3,4,19,6,10,30,1042,0.6806,0.1167,0.1117,0.0161,0.0032,0,46581,7440,1
Clarks Summit University,PA,3,4,24,9,7,54,NULL,0.8418,0.0546,0.0603,0.0151,0.0019,0,32740,4325,0.9722
Arcadia University,PA,3,4,18,12,14,66,1157,0.649,0.0874,0.0979,0.0489,0.004,0.0005,57155,7910,0.3182
Missio Theological Seminary,PA,4,4,24,0,18,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5126,0.9091
Bloomsburg University of Pennsylvania,PA,3,4,18,12,13,NULL,1073,0.7768,0.0711,0.0717,0.0112,0.0024,0.0005,23444,9472,0.8218
Bryn Mawr College,PA,3,4,21,14,11,NULL,NULL,0.3873,0.0576,0.099,0.1293,0,0.0007,68410,10936,0.8462
Bucknell University,PA,3,4,21,14,14,NULL,1353,0.7245,0.0354,0.0692,0.0567,0.0006,0,70125,11423,0.964
Cabrini University,PA,3,4,18,12,11,30,NULL,0.5408,0.2158,0.1355,0.0238,0.0026,0.0006,44970,6897,0.3333
California University of Pennsylvania,PA,3,4,18,11,13,NULL,1007,0.7454,0.1341,0.0348,0.0119,0.0022,0.0014,25099,10066,0.6568
Carlow University,PA,3,4,18,7,10,30,1092,0.6826,0.1735,0.0244,0.0289,0.0008,0.0008,40608,6838,1
Carnegie Mellon University,PA,3,4,15,14,17,NULL,1507,0.2702,0.041,0.0924,0.3159,0.0003,0.0002,70060,12165,0.9521
Cedar Crest College,PA,3,4,20,7,10,NULL,1065,0.5871,0.089,0.1612,0.0238,0.0015,0.0015,49741,7702,0.3909
Central Penn College,PA,3,4,22,5,6,NULL,785,0.65,0.1971,0.0324,0.0255,0.0343,0.0029,25495,5356,0.4505
Chatham University,PA,3,4,17,15,11,NULL,NULL,0.7904,0.0633,0.0283,0.034,0.0038,0,50346,7801,1
Chestnut Hill College,PA,3,4,19,13,10,30,1026,0.3754,0.3209,0.109,0.0156,0,0.0016,50541,6549,1
Cheyney University of Pennsylvania,PA,3,4,21,11,8,NULL,NULL,0.0129,0.7897,0.0858,0.0043,0.0043,0,24594,10452,0.6786
Clarion University of Pennsylvania,PA,3,4,18,11,13,NULL,1041,0.8316,0.0712,0.0262,0.0094,0.0016,0.0013,25132,9627,0.735
Curtis Institute of Music,PA,3,4,30,14,8,NULL,NULL,0.2769,0.0462,0.0308,0.2308,0,0,20993,8681,0.0278
Delaware Valley University,PA,3,4,20,13,11,NULL,1080,0.6868,0.0934,0.0717,0.0133,0.0053,0.0005,53667,8377,0.3992
Dickinson College,PA,3,3,21,14,11,NULL,NULL,0.6417,0.0476,0.0888,0.0399,0.0017,0.0004,68979,9338,0.8219
Drexel University,PA,3,4,15,15,16,NULL,1281,0.5175,0.0689,0.0658,0.1781,0.0008,0.0024,66841,11064,0.5443
Duquesne University,PA,3,4,16,14,14,30,1229,0.8051,0.0524,0.0366,0.0335,0.0007,0.0012,51678,9376,0.5098
East Stroudsburg University of Pennsylvania,PA,3,4,18,11,14,NULL,1029,0.5806,0.202,0.1236,0.0163,0.0027,0.0016,21851,9533,0.725
Eastern University,PA,3,4,18,9,10,52,1108,0.4962,0.1974,0.1925,0.0184,0.0016,0.0011,46849,6342,0.3011
Edinboro University of Pennsylvania,PA,3,4,18,11,14,NULL,1050,0.8159,0.0566,0.0354,0.0097,0.0023,0.0003,22092,9907,0.7881
Elizabethtown College,PA,3,4,21,14,11,NULL,1185,0.8645,0.0293,0.0337,0.03,0.0019,0.0006,57983,8853,0.7283
Evangelical Theological Seminary,PA,4,4,24,0,18,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4919,NULL
Faith Theological Seminary,MD,3,4,24,5,6,88,NULL,0.1087,0.6957,0,0.0435,0,0,24970,3800,NULL
Franklin and Marshall College,PA,3,3,21,14,11,NULL,NULL,0.557,0.0592,0.0988,0.0509,0.0004,0.0004,70332,9984,0.8961
Gannon University,PA,3,4,17,12,14,30,1129,0.7208,0.0501,0.0366,0.0154,0.0011,0,43322,7872,0.5707
Geneva College,PA,3,4,19,12,11,81,1133,0.8076,0.0728,0.0158,0.0119,0.0016,0,37018,6827,1
Gettysburg College,PA,3,3,21,14,11,NULL,NULL,0.7395,0.0352,0.0881,0.0221,0.0016,0,66710,9641,0.7395
Gratz College,PA,3,4,24,11,6,80,NULL,0.9315,0,0,0,0,0,NULL,5333,0.1818
Grove City College,PA,3,3,21,14,11,88,1215,0.9144,0.0074,0.0148,0.0196,0.0009,0.0004,NULL,NULL,NULL
Gwynedd Mercy University,PA,3,4,19,11,10,30,1031,0.596,0.2177,0.053,0.0587,0.0057,0.0015,46538,6791,0.1915
Haverford College,PA,3,3,21,14,11,NULL,1461,0.5303,0.0713,0.1004,0.1326,0.0015,0,71614,10158,0.892
Holy Family University,PA,3,4,18,11,9,30,1017,0.6474,0.1382,0.0268,0.0715,0.0032,0.0047,36078,6999,0.1954
Hussian College-Philadelphia,PA,3,3,30,12,6,NULL,NULL,0.2593,0.4321,0.2469,0.037,0,0,29995,NULL,NULL
Immaculata University,PA,3,4,17,7,10,30,1129,0.7035,0.1556,0.07,0.021,0.0008,0.0008,44472,4945,1
Indiana University of Pennsylvania-Main Campus,PA,3,4,17,10,16,NULL,1019,0.7365,0.1223,0.0462,0.0108,0.0008,0.0002,26734,9883,0.6552
Juniata College,PA,3,4,21,12,11,NULL,NULL,0.76,0.033,0.0544,0.0345,0.0023,0,57797,8091,0.7439
Keystone College,PA,3,4,22,11,10,NULL,NULL,0.7101,0.0958,0.0756,0.0126,0.0034,0.0008,39511,6219,0.2819
King's College,PA,3,4,19,12,11,30,NULL,0.7083,0.0382,0.0787,0.0245,0.0019,0.0009,49355,8052,0.6281
Kutztown University of Pennsylvania,PA,3,4,18,13,14,NULL,1058,0.7485,0.0774,0.0883,0.0166,0.0019,0.001,27031,9399,0.8814
La Roche University,PA,3,4,20,11,10,30,1008,0.6189,0.0943,0.0499,0.0111,0.0016,0.0008,40984,7188,0.3405
La Salle University,PA,3,4,18,12,13,30,NULL,0.4833,0.1986,0.1952,0.0489,0.0013,0.0024,41961,9587,0.4258
Lafayette College,PA,3,3,21,14,11,66,1351,0.659,0.0531,0.07,0.0413,0,0,68640,12104,0.8318
Lancaster Bible College,PA,3,4,20,5,10,NULL,1106,0.4627,0.2464,0.0451,0.0105,0.0013,0.0007,33519,5790,0.3123
Lancaster Theological Seminary,PA,4,4,24,0,18,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6601,0.2121
Lebanon Valley College,PA,3,4,20,14,11,71,1180,0.8426,0.0273,0.0546,0.0243,0.0006,0.0006,56287,7638,0.4885
Lehigh University,PA,3,4,16,14,13,NULL,1380,0.6266,0.0346,0.0956,0.0807,0.001,0.0008,65652,13517,0.827
Lincoln University,PA,3,4,19,10,11,NULL,944,0.008,0.8504,0.0407,0,0.0024,0,25170,8820,1
Lock Haven University,PA,3,4,19,10,13,NULL,1020,0.8315,0.0841,0.0374,0.0146,0.0063,0.0003,24373,10227,0.895
United Lutheran Seminary,PA,4,4,24,0,18,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6101,0.3846
Lycoming College,PA,3,3,21,12,11,71,1104,0.6039,0.13,0.1158,0.0133,0.0009,0.0009,53138,7681,0.7851
Mansfield University of Pennsylvania,PA,3,4,21,10,11,NULL,1042,0.7957,0.1037,0.0316,0.0058,0.0019,0.0013,27222,9904,0.4476
Marywood University,PA,3,4,18,10,11,30,1107,0.7685,0.0287,0.0812,0.0215,0.0011,0.0006,47336,7629,0.3899
Mercyhurst University,PA,3,4,19,12,11,30,NULL,0.7852,0.0442,0.0404,0.0114,0.0025,0,49928,7548,0.6514
Messiah University,PA,3,4,19,14,11,42,1207,0.809,0.0243,0.0543,0.0235,0.0008,0.0004,47337,8613,0.5447
Millersville University of Pennsylvania,PA,3,4,18,13,13,NULL,1085,0.7396,0.0875,0.1096,0.0274,0.0036,0.0006,26637,10005,0.6429
Misericordia University,PA,3,4,17,9,10,30,1133,0.8668,0.0305,0.032,0.0135,0.003,0.0015,45405,7481,1
Moore College of Art and Design,PA,3,4,30,15,8,NULL,1194,0.5672,0.1586,0.0699,0.0242,0,0.0054,57187,6390,0.1774
Moravian College,PA,3,4,21,13,11,44,1129,0.7181,0.0315,0.1111,0.0189,0.0024,0.001,55776,8017,1
Mount Aloysius College,PA,3,4,22,11,10,30,1031,0.7887,0.0277,0.0121,0.0069,0.0035,0,35293,6787,0.372
Muhlenberg College,PA,3,3,21,14,11,39,1281,0.7168,0.0429,0.0845,0.0333,0.0009,0.0009,65122,8995,0.5664
Neumann University,PA,3,4,18,7,10,30,1000,0.5459,0.2559,0.0629,0.0168,0.001,0,44057,6971,0.4025
Salus University,PA,4,4,26,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8830,0.7478
Pennsylvania State University-Main Campus,PA,3,4,15,14,16,NULL,1269,0.6567,0.0429,0.0668,0.061,0.0008,0.001,36048,11139,0.8226
Peirce College,PA,3,4,22,5,6,NULL,NULL,0.1817,0.6198,0.0683,0.0278,0.0032,0.0008,18260,7436,1
Pennsylvania Academy of the Fine Arts,PA,3,4,30,11,7,NULL,NULL,0.608,0.0704,0.0452,0.0452,0.005,0,56848,5779,0.2687
Pennsylvania College of Art and Design,PA,3,3,30,14,6,NULL,NULL,0.7291,0.0637,0.0359,0.0478,0.008,0.004,33790,3961,0.1507
University of Pennsylvania,PA,3,4,15,14,17,NULL,1492,0.4183,0.0757,0.1035,0.2074,0.001,0.0006,72584,17887,0.7395
The University of the Arts,PA,3,4,30,12,10,NULL,NULL,0.5614,0.1747,0.1107,0.025,0.0035,0.0006,63075,7036,1
Cairn University-Langhorne,PA,3,4,20,11,8,NULL,1075,0.7036,0.1082,0.0464,0.0554,0.0013,0,38857,6031,0.4046
Philadelphia College of Osteopathic Medicine,PA,4,4,25,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of the Sciences,PA,3,4,26,14,10,NULL,1221,0.4433,0.071,0.0473,0.3437,0.0008,0.0033,58113,8052,0.9845
University of Pittsburgh-Pittsburgh Campus,PA,3,4,15,14,16,NULL,1367,0.7004,0.0503,0.0418,0.1047,0.0006,0.0004,33155,10856,0.7559
Pittsburgh Theological Seminary,PA,4,4,24,0,18,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10047,1
Point Park University,PA,3,4,18,13,13,NULL,1098,0.7155,0.1341,0.0584,0.0158,0.0022,0.0006,42216,8147,0.2264
Reconstructionist Rabbinical College,PA,4,4,24,0,18,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7256,0.6429
Reformed Presbyterian Theological Seminary,PA,4,4,24,0,18,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7579,NULL
Robert Morris University,PA,3,4,17,13,13,NULL,1131,0.7419,0.0586,0.0276,0.0111,0.001,0.0005,44962,11873,1
Rosemont College,PA,3,4,19,11,8,30,1026,0.3658,0.4301,0.0699,0.0165,0.0018,0.0037,33685,5585,0.2482
Saint Francis University,PA,3,4,18,13,11,30,1146,0.8147,0.0737,0.0168,0.0228,0.0024,0.0024,49177,7166,1
Saint Joseph's University,PA,3,4,18,14,14,30,1214,0.7781,0.0607,0.0727,0.0258,0.0008,0.0019,60391,10548,1
Saint Vincent College,PA,3,4,21,12,11,30,1126,0.8307,0.0629,0.0348,0.0112,0.0019,0.0012,47807,7793,0.9732
University of Scranton,PA,3,4,18,14,14,30,1209,0.7895,0.019,0.0977,0.0309,0.0017,0.0041,59656,10292,0.6619
Seton Hill University,PA,3,4,19,12,11,30,NULL,0.8049,0.0844,0.0353,0.0132,0.0024,0.0024,47776,7522,0.9279
Shippensburg University of Pennsylvania,PA,3,4,18,12,13,NULL,1068,0.7524,0.1149,0.0595,0.0155,0.0013,0.0004,26706,10225,0.7567
Slippery Rock University of Pennsylvania,PA,3,4,18,13,13,NULL,1096,0.8541,0.0469,0.0265,0.0093,0.0022,0.0007,23912,9566,0.8506
Saint Charles Borromeo Seminary-Overbrook,PA,3,4,24,6,7,30,NULL,0.629,0.0968,0.2097,0.0484,0,0,39170,3569,1
Susquehanna University,PA,3,3,21,12,11,39,NULL,0.7797,0.0706,0.074,0.0186,0.0013,0.0004,59477,8104,0.5889
Swarthmore College,PA,3,3,21,14,11,NULL,1465,0.386,0.0764,0.1295,0.1652,0.0026,0.0013,68846,13212,0.8941
Talmudical Yeshiva of Philadelphia,PA,3,3,24,10,8,80,NULL,0.9593,0,0,0,0,0,19100,4798,NULL
Temple University,PA,3,4,15,13,15,NULL,NULL,0.5561,0.1275,0.0739,0.1192,0.0011,0.0009,31880,11070,0.5429
Theological Seminary of the Reformed Episcopal Church,PA,4,4,24,0,18,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5095,NULL
Thiel College,PA,3,3,22,10,8,39,973,0.7244,0.1676,0.0355,0.0199,0.0014,0,45843,6461,0.5977
Thomas Jefferson University,PA,3,4,16,15,14,NULL,1163,0.5554,0.1502,0.081,0.0778,0.0031,0.0017,56855,8243,0.183
Trinity Episcopal School for Ministry,PA,4,4,24,0,18,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5667,0.3902
Ursinus College,PA,3,3,21,14,11,NULL,1231,0.7262,0.0804,0.0789,0.0391,0.0007,0.0007,65942,8893,0.7714
University of Valley Forge,PA,3,4,22,15,8,27,NULL,0.5587,0.1646,0.1559,0.0193,0.0018,0.0018,33761,5880,0.2551
Villanova University,PA,3,4,16,14,14,30,1407,0.7495,0.0488,0.0768,0.0569,0.0006,0.0001,68057,11165,0.6688
Washington & Jefferson College,PA,3,4,21,14,11,NULL,NULL,0.7403,0.0524,0.0509,0.021,0.0015,0,59288,8128,0.75
Waynesburg University,PA,3,4,19,12,11,66,1080,0.8684,0.0408,0.0227,0.0091,0.0023,0.0008,34791,6976,0.4019
West Chester University of Pennsylvania,PA,3,4,18,13,16,NULL,1130,0.7465,0.1149,0.0599,0.0246,0.0014,0.0006,25586,9782,0.6992
Westminster College,PA,3,4,21,12,11,66,1123,0.7042,0.0477,0.0153,0.0034,0.0051,0,48615,6880,0.6554
Westminster Theological Seminary,PA,4,4,24,0,18,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7365,0.9524
Widener University,PA,3,4,17,12,14,NULL,1115,0.711,0.1281,0.05,0.0331,0.0006,0,59484,8652,0.3981
Wilkes University,PA,3,4,17,13,13,NULL,1153,0.7193,0.0488,0.0657,0.0246,0.003,0.0008,50756,9093,0.4234
Wilson College,PA,3,4,20,7,7,66,1054,0.6118,0.0409,0.0385,0.006,0.0012,0.0012,35875,6863,1
Yeshivath Beth Moshe,PA,3,3,24,11,8,80,NULL,1,0,0,0,0,0,16900,5048,NULL
York College of Pennsylvania,PA,3,4,20,12,14,NULL,1132,0.7924,0.0543,0.0669,0.0184,0.0018,0.001,30612,8892,0.4133
Brown University,RI,3,4,15,14,14,NULL,1492,0.4295,0.0644,0.1146,0.1545,0.0036,0.0015,71050,15579,0.8962
Bryant University,RI,3,4,19,12,14,NULL,NULL,0.7465,0.0346,0.0683,0.0357,0.0035,0.0014,59129,10543,0.5743
Johnson & Wales University-Providence,RI,3,4,18,10,14,NULL,NULL,0.554,0.1321,0.1297,0.0233,0.0055,0,47882,9544,1
Providence College,RI,3,4,18,14,14,30,1294,0.7659,0.0385,0.099,0.0115,0.002,0.0037,64808,10636,0.6235
Rhode Island College,RI,3,4,18,7,12,NULL,994,0.5623,0.1028,0.2136,0.0302,0.0039,0.0006,16619,8119,1
University of Rhode Island,RI,3,4,16,12,16,NULL,1160,0.7296,0.0524,0.1001,0.0318,0.0019,0.0007,29018,9488,0.6672
Rhode Island School of Design,RI,3,4,30,14,11,NULL,1319,0.2959,0.0371,0.0908,0.18,0.002,0,67556,10559,0.3943
Roger Williams University,RI,3,4,19,10,14,NULL,NULL,0.7897,0.0246,0.075,0.0163,0.0021,0.0007,52139,12035,0.4071
Salve Regina University,RI,3,4,18,12,11,30,NULL,0.8121,0.0175,0.0661,0.0115,0.002,0.0005,56361,8716,0.9313
Northpoint Bible College,MA,3,4,24,11,8,27,NULL,0.7079,0.0893,0.1375,0.0034,0.0103,0,28404,5329,0.25
Allen University,SC,3,3,21,11,8,51,NULL,0.0086,0.9585,0.0014,0.0029,0.01,0.0014,23677,4864,0.8261
Anderson University,SC,3,4,19,12,14,54,1133,0.8425,0.0492,0.0354,0.0074,0.0011,0,41431,6568,1
Charleston Southern University,SC,3,4,19,13,13,54,1130,0.5752,0.2059,0.0355,0.014,0.0038,0.0017,37287,5984,0.6051
Benedict College,SC,3,3,22,10,11,54,NULL,0.0083,0.8744,0.0162,0.0005,0.0037,0,33055,5978,0.6331
Bob Jones University,SC,3,4,20,12,11,102,NULL,0.7194,0.0199,0.0652,0.0229,0.0047,0.0047,25287,4546,0.9027
Southern Wesleyan University,SC,3,4,18,9,10,89,1062,0.6726,0.2205,0.0407,0.0068,0.0008,0.0017,35493,5460,1
College of Charleston,SC,3,4,18,15,13,NULL,1188,0.7756,0.0791,0.0583,0.0217,0.0042,0.002,28911,8518,0.6314
Citadel Military College of South Carolina,SC,3,4,18,12,14,NULL,1129,0.7536,0.0871,0.0729,0.0177,0.0035,0.0017,28743,8646,0.6747
Claflin University,SC,3,4,22,10,11,71,984,0.0078,0.9256,0.0137,0.0098,0.0127,0.0015,32529,6896,0.5821
Clemson University,SC,3,4,15,15,16,NULL,1337,0.8152,0.0648,0.0485,0.0262,0.002,0.0003,29499,10218,0.9237
Clinton College,SC,3,3,23,11,8,24,NULL,0,0.9482,0.0052,0.0104,0,0,19013,3464,0.4074
Coker University,SC,3,4,20,11,11,NULL,1045,0.5133,0.3206,0.0295,0.0069,0.0069,0,39513,5836,0.6239
Columbia International University,SC,3,4,20,11,8,NULL,1039,0.6008,0.1844,0.0589,0.0133,0.0019,0,34627,4732,0.8367
Columbia College,SC,3,4,20,5,10,71,NULL,0.4564,0.3745,0.0449,0.0069,0.0043,0.0017,31930,6036,0.4196
Converse College,SC,3,4,20,13,11,NULL,1129,0.6349,0.1075,0.0426,0.0112,0,0.0011,32127,6305,0.9881
Erskine College,SC,3,4,22,12,8,81,1047,0.6206,0.1154,0.0455,0.0192,0.014,0.0105,51998,4784,1
Francis Marion University,SC,3,4,20,11,13,NULL,987,0.5241,0.381,0.0268,0.0132,0.0048,0.0006,20451,7437,0.7314
